Recipient Adygei Armenian Balochi BantuKenya BantuSouthAfrica Basque Bedouin Belorussian BiakaPygmy Bulgarian Burusho Cambodian Chuvash Colombian Cypriot Dai Daur Druze EastSicilian Egyptian English Ethiopian EthiopianJew Finnish French Georgian GermanyAustria Greek Hadza Han HanNchina Hazara Hezhen Hungarian IndianJew Indian Iranian Ireland Japanese Jordanian Kalash Karitiana Lahu Lezgin Lithuanian Makrani Mandenka Maya MbutiPygmy Melanesian Miao Mongola Moroccan Mozabite Myanmar Naxi NorthItalian Norwegian Orcadian Oroqen Palestinian Papuan Pathan Pima Polish Romanian Russian Sandawe SanNamibia SanKhomani Sardinian Saudi Scottish She Sindhi SouthItalian Spanish Surui Syrian Tu Tujia Tunisian Turkish Tuscan UAE Uygur Uzbekistani Welsh WestSicilian Xibo Yakut Yemeni Yi
Sandawe7 20.802 21.187 29.574 223.443 129.147 26.791 119.776 7.391 224.889 21.923 30.59 10.657 19.131 5.759 18.724 9.922 9.252 73.27 13.35 32.734 6.554 169.083 84.327 1 36.748 24.637 3.604 27.812 39.562 35.416 9.679 24.51 7.564 22.756 11.177 15.943 19.034 6.703 29.177 39.287 24.874 11.346 7.902 22.958 11.191 46.382 231.943 24.759 125.064 13.199 10.228 10.934 75.724 90.116 2.935 8.114 14.054 21.626 16.832 8.533 114.511 20.864 27.885 12.514 18.897 16.93 30.02 3179.201 44.876 309.474 40.177 27.228 5.867 10.444 35.627 27.917 53.834 6.475 35.163 9.807 9.356 37.889 23.133 9.257 21.763 10.688 17.682 4.018 15.639 8.656 26.3 10.335 10.817
Sandawe8 20.843 19.119 31.47 225.995 128.724 26.78 110.605 7.755 195.099 21.436 28.4 10.706 16.018 6.499 18.154 10.081 8.644 68.712 13.245 27.467 5.797 168.108 85.531 0.982 32.587 23.359 3.712 25.362 46.198 34.251 9.003 24.285 7.684 20.45 10.562 15.072 19.888 7.14 30.134 36.552 24.751 10.936 8.032 20.663 10.327 41.173 220.794 25.372 112.2 11.99 10.109 9.039 70.727 85.762 2.345 7.38 13.154 19.439 15.908 8.312 111.832 22.309 25.665 11.348 16.539 15.699 25.752 3405.296 37.737 278.079 35.284 21.979 5.727 10.167 34.788 25.114 45.925 5.356 31.605 10.251 8.709 34.497 20.517 7.903 26.302 11.529 17.455 3.498 13.271 8.296 25.887 13.948 9.576
Sandawe9 16.145 14.211 19.715 141.889 75.698 19.628 88.909 4.969 123.347 15.494 20.056 7.492 14.82 3.396 11.553 6.937 6.137 48.135 10.345 28.02 4.398 137.22 61.57 0.809 25.837 17.931 2.558 18.585 24.335 22.886 6.148 15.848 4.821 13.949 6.79 11.226 12.775 4.77 18.679 27.574 17.503 7.482 5.577 15.091 7.429 30.288 139.844 15.439 72.237 8.286 6.98 6.171 49.7 58.511 1.938 5.441 10.645 13.385 11.697 5.621 81.271 13.909 18.656 7.866 12.193 10.568 18.853 4514.03 27.241 208.137 24.577 14.325 5.258 6.625 23.501 16.273 31.081 4.007 21.482 7.724 6.698 23.601 15.982 7.168 18.544 7.777 12.168 2.551 9.162 5.792 17.384 8.984 6.647
Sandawe10 25.384 24.541 34.906 251.862 159.123 32.614 147.992 9.613 244.846 26.783 35.677 11.731 19.19 8.088 21.229 12.006 9.824 89.563 17.163 40.549 6.64 216.423 119.562 1.152 38.837 30.078 4.913 32.281 44.49 42.126 12.472 30.95 8.107 24.267 11.423 17.593 21.124 7.67 33.424 48.096 29.868 13.691 9.391 24.702 12.835 49.83 273.431 27.567 137.14 13.988 11.675 11.285 79.952 109.589 2.959 10.407 17.457 22.669 21.511 9.19 134.526 24.853 31.948 13.346 20.817 17.372 30.889 2573.509 45.772 351.181 44.525 31.149 7.213 10.145 40.858 30.792 53.836 6.669 40.925 10.908 11.874 42.49 28.563 11.615 28.574 11.836 19.424 4.097 16.205 9.705 28.712 18.977 12.006
Sandawe11 13.909 14.044 19.812 137.39 84.401 20.218 88.195 4.896 126.374 13.558 19.63 6.248 12.62 4.293 10.183 6.18 5.334 43.64 9.502 22.383 3.714 116.399 65.794 0.824 22.438 15.064 2.21 17.539 28.393 23.996 6.143 16.131 6.056 13.853 6.199 10.612 12.842 4.79 19.427 25.091 16.839 7.736 7.098 14.895 6.975 31.096 136.794 15.779 72.816 7.303 6.72 5.819 44.282 55.417 1.825 4.779 10.287 13.002 12.646 6.208 68.808 14.051 19.7 8.552 11.122 9.856 18.543 4583.583 29.818 198.547 25.273 16.371 4.011 6.653 21.868 15.116 31.121 4.106 17.922 6.667 6.779 24.134 15.509 5.758 14.124 7.419 11.34 1.933 8.657 5.767 15.733 9.71 6.019
Sandawe12 22.777 21.613 28.74 197.862 124.066 27.879 122.422 8.901 205.645 22.108 31.444 10.848 16.67 6.844 20.272 10.732 9.423 74.15 14.982 32.742 5.88 201.551 96.35 1.639 35.583 25.258 3.345 25.929 36.985 35.223 10.166 26.104 7.261 20.401 10.687 15.165 18.685 6.986 29.921 43.238 27.003 10.878 8.125 20.497 10.706 45.596 210.309 24.039 110.095 12.339 10.173 10.562 66.149 77.835 2.567 7.196 14.126 19.636 18.096 9.15 111.162 19.887 27.149 13.401 18.08 15.859 27.133 3328 43.516 288.973 38.132 24.825 5.945 9.824 39.367 27.457 47.961 6.914 33.223 9.745 9.734 35.126 24.339 11.053 19.993 9.977 17.073 3.199 15.187 8.943 27.353 14.314 10.27
Sandawe13 18.688 21.188 30.316 219.309 151.138 26.131 114.125 8.082 203.465 19.999 27.524 9.47 17.816 6.815 15.083 8.901 8.366 68.797 12.832 29.949 4.735 174.088 98.294 0.988 31.014 24.889 3.519 24.008 36.404 35.006 8.959 22.062 7.112 20.327 11.152 14.67 18.124 5.989 29.191 37.286 23.19 11.577 7.544 21.482 10.301 40.608 224.91 23.276 117.929 10.27 9.415 9.397 64.733 89.43 2.753 7.496 15.416 17.976 15.201 8.459 100.522 19.672 27.454 12.393 15.38 14.529 24.545 3354.705 42.14 286.641 38.35 22.987 6.096 8.857 34.958 25.934 42.055 5.911 32.277 9.021 9.256 39.417 23.924 8.349 19.245 10.031 15.723 3.157 14.317 8.169 24.83 13.057 10.1
Sandawe14 11.934 12.128 16.561 152.028 88.697 15.281 72.537 5.521 119.319 12.44 17.404 6.026 9.924 3.426 12.084 6.81 5.206 40.943 9.296 23.36 3.23 127.184 54.441 0.823 19.34 13.983 1.874 15.678 27.629 22.982 5.583 15.903 4.699 11.63 7.373 9.483 10.413 4.164 17.879 22.75 13.313 6.753 4.863 11.098 5.761 31.082 129.592 13.001 72.377 6.99 6.037 5.668 41.597 51.273 1.383 5.062 8.41 11.375 9.426 4.844 67.058 13.899 17.127 6.736 10.459 10.02 14.829 4738.42 26.078 177.083 21.424 11.571 4.054 5.815 22.796 16.75 28.498 3.954 19.389 5.979 5.791 22.913 13.352 5.282 14.162 5.712 10.277 1.958 7.43 5.27 13.699 9.859 6.095
Sandawe15 18.739 18.038 26.494 259.642 165.493 26.543 120.697 6.978 249.258 20.1 28.64 10.045 15.245 5.343 16.217 10.057 8.736 67.772 12.223 35.714 5.981 186.775 98.743 0.951 31.871 26.708 3.421 26.135 32.347 32.968 9.903 24.111 6.886 19.673 9.979 15.14 21.122 8.053 28.907 42.447 25.063 10.899 7.062 21.069 9.783 46.983 239.183 23.654 121.151 11.181 10.255 9.757 67.599 84.047 2.597 8.514 13.957 17.728 15.089 7.713 107.482 19.279 25.685 11.424 17.295 13.364 26.769 3152.523 37.733 288.2 34.396 22.807 5.876 8.725 37.494 24.37 44.642 5.869 32.685 9.486 9.709 37.187 21.377 8.914 25.068 9.733 15.765 2.849 12.313 8.114 24.154 10.611 10.127
Sandawe16 15.156 14.711 19.612 173.546 102.439 21.538 91.288 5.134 173.738 16.641 22.548 8.275 13.431 5.005 15.488 8.612 6.488 53.262 10.215 25.905 4.493 134.226 78.327 1.245 25.993 17.177 2.428 20.421 27.349 28.517 6.759 18.186 5.345 15.708 8.182 11.808 17.028 4.565 21.895 32.124 17.835 9.86 5.825 16.056 6.932 27.876 187.446 16.012 88.303 9.97 7.862 7.406 49.37 64.946 2.411 5.601 10.153 14.435 12.452 5.639 83.695 16.129 20.022 9.359 13.146 11.244 18.402 4107.268 28.236 225.971 30.4 19.945 4.111 6.743 27.476 21.132 35.018 4.829 26.074 6.81 7.867 31.19 15.669 7.437 21.407 7.719 11.655 2.435 10.494 6.686 18.672 11.162 6.798
Sandawe17 16.432 17.798 22.667 202.912 116.252 20.129 95.378 6.289 174.306 16.736 22.299 7.482 13.744 6.093 12.454 7.657 6.804 58.271 11.803 27.656 4.037 142.235 78.252 0.987 26.682 18.216 2.439 19.984 28.52 29.076 7.395 19.803 6.464 16.36 7.924 12.642 13.906 5.349 24.124 38.003 19.98 8.757 5.536 16.921 8.176 33.279 177.323 19.004 96.526 10.238 8.59 7.302 59.581 69.592 2.616 6.292 11.173 15.73 11.874 6.648 88.761 17.406 21.199 10.591 14.889 12.223 22.314 3970.87 35.108 258.782 29.16 20.469 4.324 7.349 26.015 20.158 40.39 5.553 23.327 7.601 7.349 27.842 16.066 6.918 14.86 7.897 13.338 3.221 10.966 6.951 19.467 15.153 7.709
Sandawe18 15.54 16.162 20.633 157.931 105.949 23.364 106.336 6.348 173.416 19.395 22.726 8.63 14.674 5.593 13.277 7.754 7.125 54.964 12.197 25.652 4.493 136.411 76.303 0.821 26.403 20.539 3.385 20.11 33.66 28.106 7.936 19.239 5.994 16.378 9.111 12.761 17.034 6.217 24.669 34.617 19.559 9.57 5.427 17.225 7.899 41.224 192.991 19.777 101.836 9.702 7.67 7.213 53.781 74.284 2.332 6.175 12.73 16.385 13.085 6.42 92.588 17.518 22.726 10.418 15.152 11.699 22.954 3966.527 31.105 239.96 31.703 19.74 5.201 8.084 25.754 19.369 36.967 5.412 30.281 7.29 8.147 26.332 18.783 6.684 28.624 9.267 15.104 2.989 10.313 6.7 20.095 9.923 8.301
Sandawe19 16.658 16.955 22.359 260.08 161.681 22.212 106.084 7.073 235.245 17.093 24.637 9.185 13.567 5.787 13.52 8.558 7.053 59.304 12.663 27.291 5.09 146.329 79.656 0.937 27.392 21.416 2.622 20.051 31.406 32.091 8.272 20.552 6.448 17.402 9.448 13.215 15.251 5.178 26.366 35.247 21.743 9.634 6.159 18.348 8.075 50.242 256.076 21.757 109.184 10.604 8.553 8.261 57.206 77.183 2.656 7.187 10.859 16.414 13.54 7.517 94.802 19.251 25.275 11.076 14.299 12.27 21.612 3466.878 30.48 248.766 31.558 20.783 5.268 8.668 34.971 21.112 44.096 5.244 29.258 7.933 8.887 35.641 18.226 8.267 22.534 8.648 13.696 2.607 13.447 8.342 21.215 10.568 8.219
Sandawe20 17.879 15.532 24.911 199.767 122.9 22.905 95.184 6.372 170.955 18.706 24.777 8.403 13.892 4.917 14.997 8.296 7.159 54.36 12.583 27.016 4.905 136.601 75.144 0.811 27.309 21.616 3.042 20.603 34.778 28.109 7.843 19.857 6.29 19.513 9.109 12.457 15.134 4.953 23.325 33.642 19.202 9.316 5.835 15.564 7.656 32.653 191.723 20.956 84.165 10.792 7.929 8.734 50.161 67.649 1.986 6.087 11.823 16.156 13.256 6.266 84.291 16.141 22.382 9.803 14.76 14.076 21.651 3973.304 33.454 234.653 29.945 19.044 4.423 7.645 25.494 20.56 40.601 5.043 25.76 7.748 7.499 31.474 19.944 8.226 19.503 8.399 14.036 3.782 10.29 7.046 20.296 9.262 7.093
Sandawe21 12.641 14.641 20.322 164.784 94.145 18.29 83.871 5.519 147.894 14.478 20.461 7.156 11.36 3.821 12.257 6.984 5.805 48.998 8.78 25.105 4.017 147.067 62.581 0.603 22.656 17.626 2.425 18.382 25.223 22.78 6.619 16.587 4.463 13.427 6.64 10.466 11.732 4.225 19.182 30.117 17.481 7.688 5.239 13.968 6.357 37.33 148.23 14.773 79.359 8.075 6.577 6.056 45.298 57.167 1.775 5.276 8.643 13.312 10.828 5.852 76.799 15.401 17.493 8.064 11.775 9.788 18.575 4417.465 27.71 207.46 26.578 15.001 3.662 6.579 25.74 19.168 31.077 4.291 23.355 6.733 7.773 22.774 14.242 6.462 18.3 7.537 11.378 1.856 10.048 5.564 17.705 11.087 5.974
Sandawe22 12.506 13.334 17.484 163.826 93.145 17.239 79.462 5.09 147.125 15.691 18.999 6.523 10.324 3.937 10.974 5.851 5.346 46.639 10.989 18.803 3.451 105.01 58.795 0.669 22.503 15.537 2.179 16.804 28.136 21.943 6.47 15.717 5.076 13.564 7.332 10.586 12.321 4.117 17.83 27.219 14.906 7.605 5.463 14.401 6.169 30.617 145.525 15.086 70.487 8.398 6.4 6.148 37.546 55.272 1.605 4.601 10.549 11.826 10.265 5.307 74.444 13.75 19.359 7.922 10.018 9.324 17.536 4601.962 26.407 188.162 24.17 13.265 3.826 5.907 19.9 17.215 29.403 4.644 19.321 6.557 5.487 23.53 14.361 6.401 13.367 6.846 11.921 2.194 7.93 5.757 15.21 6.144 6.549
Sandawe23 17.491 19.584 28.739 240.895 143.111 26.748 121.54 7.664 225.374 22.078 28.707 10.19 16.277 5.809 19.195 9.65 7.827 70.919 11.926 38.2 6.468 175.698 89.701 1.22 30.993 25.249 2.955 24.586 35.42 32.827 8.703 21.895 6.759 18.729 10.387 13.849 18.742 7.051 27.462 34.823 24.636 10.752 7.348 20.421 8.585 34.732 221.163 23.035 123.63 11.227 9.309 8.39 69.8 84.007 2.042 6.209 13.521 18.801 15.304 7.025 105.653 19.717 23.933 11.729 16.62 16.004 24.834 3329.637 34.35 276.512 37.513 25.854 5.636 8.791 36.771 24.343 44.455 5.53 30.942 8.62 9.097 36.292 19.644 8.239 22.394 10.637 15.907 3.065 13.05 7.451 22.32 13.009 9.263
Sandawe24 18.036 21.106 28.664 205.881 123.357 25.951 124.589 7.398 192.134 19.759 26.558 9.27 15.337 7.155 18.798 9.891 8.404 70.483 13.547 34.026 5.129 162.799 92.684 1.008 31.607 24.008 2.952 25.333 36.555 33.892 9.38 24.156 6.783 20.301 10.579 14.93 19.228 7.748 27.675 38.987 22.398 11.001 7.745 20.95 9.187 33.211 209.101 22.433 101.482 10.591 9.116 8.858 61.691 77.331 2.291 6.409 13.197 18.867 17.242 7.628 108.472 19.993 24.353 11.159 16.205 14.753 27.638 3539.903 35.662 245.644 38.375 24.9 6.16 9.834 36.221 25.258 47.074 5.706 32.718 9.507 9.503 38.17 21.646 9.809 22.198 10.694 14.818 2.939 13.232 8.314 23.191 9.932 9.235
Sandawe25 22.573 23.641 33.458 302.938 179.565 32.597 145.355 9.041 253.071 27.224 34.252 12.345 20.453 5.967 22.449 12.084 9.661 93.019 16.612 35.904 7.758 219.149 111.957 1.144 38.475 29.414 4.343 29.697 45.518 40.806 11.023 28.811 8.298 23.134 11.17 18.336 24.383 8.56 34.119 58.371 29.308 13.054 9.864 25.107 11.856 54.032 281.175 28.296 134.957 13.873 11.122 11.777 82.676 100.555 2.709 9.118 18.854 23.7 19.541 10.02 139.998 22.912 30.256 14.368 20.656 17.163 32.539 2452.516 42.509 365.477 46.664 34.313 6.289 11.068 39.788 33.461 58.79 6.648 36.757 11.67 10.486 40.829 25.995 10.955 26.056 11.484 20.894 3.862 17.689 9.617 27.92 14.573 10.451
Sandawe26 22.133 22.42 31.285 358.867 213.185 31.483 134.412 8.485 302.106 21.268 28.993 10.743 18.468 6.635 19.666 11.668 9.983 80.061 16.491 44.168 6.889 221.245 113.06 1.145 35.4 26.606 3.823 28.489 36.357 37.575 9.852 25.614 7.966 21.373 10.893 17.898 24.23 7.901 31.066 44.405 26.577 11.984 7.926 22.851 10.767 55.428 314.29 25.504 136.778 13.425 10.597 10.202 78.627 104.013 2.094 7.832 16.861 21.3 17.924 8.87 118.56 22.76 27.619 12.925 17.947 15.089 28.805 2417.258 36.445 319.715 41.802 25.541 6.269 10.897 40.632 28.474 56.468 6.147 37.711 10.262 10.449 43.296 23.749 10.587 30.097 10.714 16.405 3.637 14.128 9.204 26.715 16.196 10.069
Sandawe27 23.472 22.334 32.335 247.582 156.981 33.716 135.038 9.389 221.838 26.073 33.126 11.579 20.626 6.54 21.555 11.826 9.307 83.954 16.449 34.966 6.975 194.05 101.902 1.215 38.923 27.647 3.784 28.888 50.108 42.281 11.31 29.39 8.254 25.801 12.253 20.016 22.161 7.669 34.297 46.913 27.514 14.365 10.108 25.657 12.633 47.87 243.927 28.263 128.235 13.271 11.674 11.632 75.398 98.259 2.732 9.477 17.638 24.212 18.131 10.443 130.089 23.835 30.241 15.006 21.579 16.411 29.75 2739.418 46.83 366.746 44.282 28.813 6.142 11.381 40.483 31.184 53.24 7.587 39.473 11.536 11.887 38.854 24.055 10.537 28.366 11.675 19.201 4.047 16.695 9.19 28.309 16.384 11.791
Sandawe28 24.859 26.391 36.94 253.615 167.074 39.282 157.843 10.445 245.808 27.934 37.393 12.564 21.918 8.582 22.344 12.372 10.656 96.556 18.667 45.239 8.466 228.412 121.227 1.287 43.836 32.837 4.588 33.513 52.99 46.501 11.863 29.626 9.137 28.111 13.718 20.031 23.617 9.383 37.024 50.8 31.248 15.768 9.081 30.504 13.59 50.966 271.89 29.66 144.586 15.157 12.292 12.625 85.193 104.28 3.815 10.447 19.657 25.278 21.648 11.082 148.346 25.789 34.609 15.958 21.988 18.688 37.801 2350.315 49.704 354.67 50.833 29.27 7.385 12.633 42.319 31.369 58.323 7.854 38.528 13.443 11.737 42.659 31.478 11.916 28.893 13.872 20.754 5.419 17.807 10.465 31.823 17.526 12.133
SanNamibia1 12.941 12.446 18.533 85.183 181.651 17.512 61.219 5.239 252.049 13.771 20.211 8.389 11.161 4.737 10.538 8.149 6.3 38.861 8.353 17.952 3.571 84.727 48.044 0.813 21.84 15.831 2.158 15.271 25.216 29.076 7.994 18.26 5.697 12.352 6.934 12.083 11.668 4.445 24.167 22.014 18.922 9.099 6.31 13.473 7.125 22.721 137.846 16.914 195.341 11.056 8.718 8.882 36.489 46.364 2.221 6.005 8.616 12.725 10.738 7.013 65.196 18.721 18.502 9.701 11.348 9.42 18.65 253.992 1697.576 2711.104 22.53 11.301 3.361 7.682 22.367 15.787 30.282 4.812 17.682 8.034 7.64 20.285 15.033 6.21 11.49 7.197 11.054 2.656 8.194 6.456 19.823 8.905 7.477
SanNamibia2 13.29 13.263 20.803 89.064 182.26 18.311 68.619 5.43 262.574 14.808 22.152 9.281 12.035 5.308 11.129 8.323 7.945 43.149 9.165 18.11 4.217 93.981 51.724 0.858 22.49 17.822 2.161 18.783 24.521 29.888 8.514 19.734 6.102 13.688 6.334 13.546 12.726 4.945 24.31 21.931 19.975 9.403 5.812 15.268 7.559 25.195 140.609 18.348 203.817 10.734 7.832 8.352 39.936 49.161 2.78 6.83 9.276 13.048 11.066 6.98 60.944 18.239 19.801 10.267 12.002 10.621 19.814 266.605 1505.457 2781.754 25.339 11.268 4.268 8.383 23.173 16.583 31.605 5.159 19.516 7.818 8.461 23.099 14.468 6.098 12.796 7.721 12.917 2.448 8.249 6.799 20.585 6.179 8.511
SanNamibia3 12.813 12.362 18.245 82.072 188.05 16.683 61.08 5.8 245.365 15.119 21.798 8.075 11.528 4.685 9.815 8.041 6.116 39.683 8.478 15.571 3.804 72.829 45.74 0.725 20.684 14.736 2.3 14.785 21.938 26.353 8.278 16.827 6.204 13.797 6.693 12.574 10.823 4.49 23.306 21.552 17.85 11.195 6.048 15.314 6.92 21.951 138.243 17.696 200.875 10.201 7.516 7.731 35.09 44.987 2.255 6.33 8.249 12.365 10.575 6.681 61.802 18.241 18.72 9.103 11.121 9.476 18.065 255.598 1819.576 2610.624 21.698 11.223 3.5 7.798 24.224 14.358 30.531 4.799 17.307 7.529 7.723 18.974 15.205 5.505 10.617 7.757 11.954 2.335 7.775 6.715 18.648 5.527 7.021
SanNamibia4 12.959 11.989 19.552 81.998 172.097 17.124 60.574 5.995 248.712 13.555 20.274 8.343 11.129 5.135 10.663 7.977 7.172 39.411 8.111 14.758 3.502 80.764 42.475 0.878 19.465 15.404 2.227 15.553 26.378 28.49 7.033 17.421 5.945 12.637 6.805 11.405 11.44 4.255 23.366 20.782 18.023 8.733 6.011 13.363 6.306 21.57 134.868 16.797 206.213 9.446 8.656 7.472 40.362 46.927 2.054 5.679 8.679 13.108 10.218 6.853 55.034 17.727 17.363 10.006 11.514 10.103 17.551 229.148 1901.096 2574.222 22.424 12.221 3.659 7.38 21.747 14.3 28.296 5.217 17.808 7.118 7.834 20.3 15.513 5.538 11.417 7 11.339 2.265 7.182 5.983 19.262 5.452 8.181
SanNamibia5 13.654 15.291 18.814 89.37 189.056 18.74 64.504 5.461 269.757 14.546 21.739 9.461 12.634 4.85 10.15 8.62 7.355 44.826 10.183 17.044 4.047 82.071 47.604 0.714 22.023 17.296 2.514 15.876 25.789 31.159 8.135 18.6 6.385 14.087 6.777 12.816 11.678 4.442 24.643 21.913 19.902 9.971 6.483 14.416 7.309 26.094 146.057 18.123 217.948 11.363 8.141 7.989 36.034 45.235 2.134 6.226 9.275 12.902 11.268 6.87 60.293 17.723 19.28 9.704 11.49 10.101 20.419 263.433 1533.661 2750.139 23.649 12.907 3.817 7.783 24.657 16.07 30.682 4.894 17.134 8.25 8.219 20.82 14.712 5.954 13.735 8.562 11.878 2.757 8.403 6.881 20.567 6.054 8.123
SanKhomani1 15.31 17.673 26.581 269.731 422.327 26.763 85.514 7.068 326.759 16.805 25.573 9.461 15.752 5.955 14.161 7.732 6.906 50.402 10.232 24.434 6.056 90.592 49.454 1.386 34.173 19.581 2.648 20.766 19.148 30.606 8.395 20.088 6.252 17.582 8.591 13.363 13.417 6.837 23.847 32.197 21.919 9.932 6.669 17.6 9.14 43.414 284.631 26.181 175.806 10.108 7.566 8.562 61.847 76.681 2.376 6.568 11.63 19.071 18.054 6.29 83.42 18.993 22.089 10.614 16.994 12.481 29.329 364.762 250.211 2708.906 30.872 14.063 6.594 7.848 33.641 20.612 48.241 4.985 25.905 8.723 7.992 31.533 16.742 8.011 25.271 8.623 13.533 3.277 10.773 7.19 20.424 9.169 7.445
SanKhomani2 10.662 12.156 16.043 184.983 368.582 16.368 67.16 4.557 246.252 12.405 17.989 7.418 11.018 3.707 9.351 6.78 5.504 40.697 7.893 20.482 3.544 81.733 40.149 0.633 18.767 13.183 1.89 13.36 16.241 25.464 6.374 15.732 4.846 12.961 6.11 10.567 10.589 4.057 19.767 26.159 15.254 8.04 5.193 12.229 5.723 32.194 203.62 16.1 144.351 8.421 7.264 6.509 39.375 59.415 1.912 5.063 7.27 11.513 10.749 5.889 65.328 14.762 16.66 8.614 10.02 10.529 16.175 318.16 335.652 3603.397 20.523 12.554 3.411 6.584 26.172 14.746 29.049 4.031 17.443 6.895 6.993 22.306 12.052 5.319 20.376 7.041 10.776 2.069 6.803 5.705 16.212 7.504 6.682
SanKhomani3 21.192 18.393 35.124 91.521 219.219 27.948 82.408 9.015 169.919 21.915 41.036 14.449 20.522 7.417 14.914 12.14 9.564 53.857 13.511 23.475 6.382 90.142 39.876 1.177 38.257 22.069 4.783 24.037 20.051 43.279 10.829 27.123 8.765 22.888 14.288 26.588 19.179 8.064 33.159 28.79 33.749 12.655 9.306 23.974 9.585 41.072 142.814 23 126.734 17.83 12.198 9.936 49.837 49.787 3.804 9.231 15.516 22.617 18.46 9.302 82.784 30.385 37.793 13.993 18.796 17.319 31.855 256.468 309.471 3553.198 33.838 16.01 7.157 11.574 43.02 24.043 46.832 6.786 26.271 11.255 11.255 23.568 22.793 8.941 19.577 12.037 19.091 4.389 11.617 10.54 29.766 9.135 11.51
SanKhomani4 22.792 21.389 39.071 106.46 255.173 36.204 89.746 10.807 199.219 24.869 41.876 12.451 23.864 5.943 15.661 13.471 10.391 69.095 12.653 21.225 7.989 86.239 42.497 1.14 46.394 29.224 5.784 27.976 18.602 44.85 11.11 33.062 8.996 29.775 14.75 28.34 19.226 8.422 36.754 31.428 32.099 13.634 8.915 25.238 12.452 42.244 158.264 25.504 131.708 14.72 11.19 11.057 46.08 54.808 4.648 10.768 21.395 30.613 28.51 10.73 89.173 28.804 34.512 13.708 23.481 19.944 38.377 235.977 294.628 3261.467 39.73 19.744 6.69 14.141 40.48 26.114 57.527 6.874 24.86 11.764 11.654 28.106 23.506 10.802 16.998 13.116 22.435 5.047 16.053 10.714 29.562 8.945 11.941
SanKhomani5 11.113 10.57 18.928 130.672 311.126 13.834 54.587 4.277 228.234 11.02 16.256 6.779 9.031 4.268 7.845 6.196 5.311 33.59 6.383 16.428 2.86 69.425 33.689 0.582 17.165 13.262 1.703 13.135 15.126 22.842 6.302 14.505 5.149 10.304 5.231 8.961 8.227 3.395 19.544 24.269 13.636 7.578 4.751 10.929 5.353 25.84 154.239 15.549 140.81 8.056 6.155 6.08 33.999 47.388 1.655 4.766 7.06 10.284 9.241 5.8 54.85 13.698 15.492 7.218 9.028 8.087 15.044 242.444 363.519 4080.535 18 9.835 2.966 5.811 19.05 13.265 23.302 4.055 15.884 6.089 6.225 18.393 10.673 4.336 13.183 6.328 9.348 2.006 6.967 5.268 15.341 4.316 6.437
SanKhomani6 31.549 28.725 65.867 320.106 464.861 60.462 121.347 22.474 345.545 36.437 59.568 31.735 39.144 12.191 24.882 27.953 19.349 87.58 20.699 36.936 12.788 104.656 56.108 2.869 65.893 40.357 8.508 38.438 19.382 83.14 22.827 46.56 18.562 39.706 17.458 45.241 24.778 14.771 69.858 42.09 50.168 20.849 21.94 36.182 21.741 71.446 327.92 40.148 132.226 30.254 24.379 23.808 74.12 101.455 8.237 17.712 27.607 46.722 33.296 16.558 130.31 63.54 49.28 21.707 36.095 28.054 59.915 421.346 86.592 1016.437 58.364 24.601 13.893 23.857 71.982 36.524 85.258 10.685 43.12 20.966 22.537 42.776 34.508 15.358 30.136 22.682 30.08 8.661 21.969 18.9 50.324 20.391 21.817
SanKhomani7 20.481 22.946 35.84 203.548 370.004 34.213 90.822 11.101 274.024 25.279 36.849 16.554 21.248 8.397 15.961 12.352 10.407 57.019 13.051 22.136 8.538 84.631 39.791 1.262 48.334 24.255 7.216 30.224 22.667 48.603 11.812 33.049 9.61 25.505 13.336 22.093 21.575 8.594 39.64 32.567 30.509 14.565 11.415 26.452 13.082 45.602 219.55 27.136 138.59 18.582 12.105 11.129 53.07 74.162 3.543 9.366 15.68 33.98 27.591 10.002 86.948 29.426 36.017 14.155 25.757 20.04 35.283 323.346 271.553 2729.097 41.52 15.361 7.238 12.251 50.541 24.067 57.494 7.552 25.766 11.533 11.849 30.136 24.169 10.128 24.153 11.279 17.254 4.517 14.124 10.991 32.013 11.728 11.055
SanKhomani8 25.122 21.943 29.486 50.898 146.801 43.211 83.519 13.183 132.264 25.349 33.478 9.148 19.706 5.307 18.486 8.478 7.166 66.27 13.75 18.577 9.142 75.851 42.574 2.671 51.303 26.791 6.826 30.049 15.389 32.313 8.564 25.578 7.279 27.795 11.274 19.353 15.781 10.634 24.876 27.808 32.362 10.781 7.127 24.868 16.432 35.336 82.095 20.005 107.99 12.039 9.094 8.149 41.397 46.108 2.303 7.278 17.347 34.706 28.044 7.338 74.924 18.428 32.501 12.013 23.614 18.351 39.148 175.374 344.608 3957.915 40.709 14.749 9.44 10.492 35.282 26.049 60.374 5.571 24.575 8.674 8.64 19.851 22.119 11.54 14.437 10.842 16.41 3.947 16.163 7.506 22.214 7.548 9.525
